CDREDE,DE,CODMUN,MUN,CATEG,TIPOESC,COD_ESC,NOMESC,AL_ALEMAO,AL_ESPANHOL,AL_FRANCES,AL_INGLES,AL_ITALIANO,AL_JAPONES,AL_MANDARIM,TOTAL-AL-DU,AL_ALEMAO_SAB_SEMANA,AL_ESPANHOL_SAB_SEMANA,AL_FRANCES_SAB_SEMANA,AL_INGLES_SAB_SEMANA,AL_ITALIANO_SAB_SEMANA,AL_JAPONES_SAB_SEMANA,AL_MANDARIM_SAB_SEMANA,TOTAL-AL-SAB-SEMANA,AL_ALEMAO_SAB,AL_ESPANHOL_SAB,AL_FRANCES_SAB,AL_INGLES_SAB,AL_ITALIANO_SAB,AL_JAPONES_SAB,AL_MANDARIM_SAB,TOTAL-AL-SAB,CL_ALEMAO,CL_ESPANHOL,CL_FRANCES,CL_INGLES,CL_ITALIANO,CL_JAPONES,CL_MANDARIM,TOTAL-CL-DU,CL_ALEMAO_SAB_SEMANA,CL_ESPANHOL_SAB_SEMANA,CL_FRANCES_SAB_SEMANA,CL_INGLES_SAB_SEMANA,CL_ITALIANO_SAB_SEMANA,CL_JAPONES_SAB_SEMANA,CL_MANDARIM_SAB_SEMANA,TOTAL-CL-SAB-SEMANA,CL_ALEMAO_SAB,CL_ESPANHOL_SAB,CL_FRANCES_SAB,CL_INGLES_SAB,CL_ITALIANO_SAB,CL_JAPONES_SAB,CL_MANDARIM_SAB,TOTAL-CL-SAB,AL-TOTAL-TOTAL,CL-TOTAL-TOTAL
20305,ITAPEVA,251,CAPAO BONITO,2,6,459495,CEL JTO A EE RAUL VENTURELLI DR,0,119,0,94,0,0,0,213,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,6,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,229,11
20305,ITAPEVA,372,ITAPEVA,2,6,388300,CEL JTO A EE NICOTA SOARES,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,28,0,25,0,0,0,53,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,73,4
20306,ITU,387,ITU,2,6,985648,CEL JTO A EE REGENTE FEIJO,0,275,0,130,0,70,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,18
20306,ITU,600,SALTO,2,6,434036,CEL JTO A EE PAULA SANTOS PROFA,0,384,0,58,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,17
20307,SAO ROQUE,345,IBIUNA,2,6,466165,CEL JTO A EE MARIA ANGERAMI SCALAMANDRE,0,200,129,25,47,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,8,5,1,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,419,17
20307,SAO ROQUE,653,SAO ROQUE,2,6,443475,CEL JTO A EE HORACIO MANLEY LANE,0,82,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,4
20308,SOROCABA,669,SOROCABA,2,6,417427,CEL JTO A EE JULIO PRESTES DE ALBUQUERQUE DOUTOR,95,726,99,219,78,210,0,1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,6,7,5,10,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427,62
20308,SOROCABA,669,SOROCABA,2,6,985284,CEL JTO A EE ANTONIO PADILHA,151,736,151,215,0,185,0,1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,9,8,0,12,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438,74
20310,VOTORANTIM,178,ARACOIABA DA SERRA,2,6,458697,CEL JTO A EE MARIA ANGELICA BAILLOT PROFA,0,66,0,68,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,4
20310,VOTORANTIM,252,CAPELA DO ALTO,2,6,458715,CEL JTO A EE PEDRO DIAS DE CAMPOS CEL,0,25,0,35,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3
20310,VOTORANTIM,526,PIEDADE,2,6,446973,CEL JTO A EE CARLOS AUGUSTO DE CAMARGO PROFESSOR,43,225,14,102,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,15
20310,VOTORANTIM,527,PILAR DO SUL,2,6,458752,CEL JTO A EE ODILON BATISTA JORDAO VER,0,51,0,35,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,3
20310,VOTORANTIM,602,SALTO DE PIRAPORA,2,6,458855,CEL JTO A EE BENEDICTO RODRIGUES PROF,0,297,12,70,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,13
20310,VOTORANTIM,682,TAPIRAI,2,6,458922,CEL JTO A EE JOAO ROSA CEL,47,79,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,5
20310,VOTORANTIM,717,VOTORANTIM,2,6,438030,CEL JTO A EE DANIEL VERANO PROFESSOR,7,205,21,69,11,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,2,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,15
20311,PIRAJU,537,PIRAJU,2,6,460382,CEL JTO A EE JOAQUIM GUILHERME MOREIRA PORTO DR,0,440,20,61,0,47,0,568,0,0,0,0,0,0,0,0,0,114,24,30,0,12,0,180,0,16,1,2,0,2,0,21,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,7,748,28
20313,ITARARE,380,ITARARE,2,6,441430,CEL JTO A EE TOMÉ TEIXEIRA,0,57,45,21,0,0,0,123,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,2,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,141,6
20401,AMERICANA,165,AMERICANA,2,6,433639,CEL JTO A EE PROFA OLYMPIA BARTH DE OLIVEIRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27,1
20403,BRAGANCA PAULISTA,190,ATIBAIA,2,6,458326,CEL JTO A EE FRANCISCO DE AGUIAR PECANHA,0,65,7,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,6
20403,BRAGANCA PAULISTA,225,BRAGANCA PAULISTA,2,6,458375,CEL JTO A EE ALCINDO BUENO DE ASSIS MINISTRO,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2
20403,BRAGANCA PAULISTA,668,SOCORRO,2,6,458430,CEL JTO A EE NARCISO PIERONI,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1
20404,CAMPINAS OESTE,244,CAMPINAS,2,6,458512,CEL JTO A EE MILTON DE TOLOSA PROF,0,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2
20404,CAMPINAS OESTE,244,CAMPINAS,2,6,985600,CEL JTO A EE ORLANDO SIGNORELLI,0,75,0,26,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,4
20404,CAMPINAS OESTE,708,VALINHOS,2,6,458533,CEL JTO A EE CYRO DE BARROS REZENDE PROF,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2
20407,JUNDIAI,407,JUNDIAI,2,6,985797,CEL JTO A EE MARIA DE LOURDES FRANCA SILVEIRA PROFESSORA,0,211,1,47,64,0,0,323,0,0,0,0,0,0,0,0,0,66,0,26,0,0,0,92,0,11,1,2,4,0,0,18,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4,415,22
20408,LIMEIRA,417,LIMEIRA,2,6,985776,CEL JTO A EE CASTELO BRANCO,0,282,0,60,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,14
20408,LIMEIRA,587,RIO CLARO,2,6,459719,CEL JTO A EE JOAQUIM RIBEIRO,0,41,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,34,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,75,5
20409,MOGI MIRIM,455,MOGI GUACU,2,6,460217,CEL JTO A EE LUIZ MARTINI,0,13,0,28,0,0,0,41,0,0,0,0,0,0,0,0,0,33,0,35,0,0,0,68,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4,109,7
20409,MOGI MIRIM,456,MOGI MIRIM,2,6,985302,CEL JTO A EE MONSENHOR NORA,0,16,0,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5
20410,PIRACICABA,535,PIRACICABA,2,6,460357,CEL JTO A EE ELIAS DE MELLO AYRES PROFESSOR,0,252,34,96,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,17
20411,PIRASSUNUNGA,182,ARARAS,2,6,460424,CEL JTO A EE CESARIO COIMBRA DR,0,41,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2
20411,PIRASSUNUNGA,415,LEME,2,6,564436,CEL JTO A EE NEWTON PRADO,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20411,PIRASSUNUNGA,536,PIRASSUNUNGA,2,6,460448,CEL JTO A EE MANOEL JACINTHO VIEIRA DE MORAES DOUTOR,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
20413,SAO JOAO DA BOA VISTA,152,AGUAI,2,6,459902,CEL JTO A EE GERALDO LOURENCO PADRE,0,77,0,34,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,6
20413,SAO JOAO DA BOA VISTA,453,MOCOCA,2,6,460011,CEL JTO A EE JUSTINO GOMES DE CASTRO MAESTRO,0,45,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3
20413,SAO JOAO DA BOA VISTA,530,ESPIRITO SANTO DO PINHAL,2,6,460000,CEL JTO A EE LEME CARDEAL,0,60,0,30,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,5
20413,SAO JOAO DA BOA VISTA,646,SAO JOSE DO RIO PARDO,2,6,460148,CEL JTO A EE EUCLIDES DA CUNHA,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2
20413,SAO JOAO DA BOA VISTA,680,TAMBAU,2,6,460205,CEL JTO A EE DONIZETTI TAVARES DE LIMA PE,0,74,0,34,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,4
20413,SAO JOAO DA BOA VISTA,711,VARGEM GRANDE DO SUL,2,6,459872,CEL JTO A EE BENJAMIN BASTOS,0,75,0,23,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,4
20415,SUMARE,513,PAULINIA,2,6,459124,CEL JTO A EE PORPHYRIO DA PAZ GENERAL,0,174,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,7
20415,SUMARE,671,SUMARE,2,6,985727,CEL JTO A EE JAYME DE BARROS CAMARA DOM,0,542,0,86,0,0,0,628,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,178,0,20,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,806,29
20415,SUMARE,748,HORTOLANDIA,2,6,446828,CEL JTO A EE HEDY MADALENA BOCCHI PROFESSORA,0,128,0,25,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,6
20415,SUMARE,748,HORTOLANDIA,2,6,459112,CEL JTO A EE LIOMAR FREITAS CAMARA PROFA,0,128,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,54,0,23,0,0,0,77,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,205,11
20419,CAPIVARI,253,CAPIVARI,2,6,458582,CEL JTO A EE FABIANO JOSE MOREIRA CAMARGO PADRE,0,0,0,21,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2
20419,CAPIVARI,353,INDAIATUBA,2,6,458703,CEL JTO A EE JARDIM MORADA DO SOL,0,38,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3
20419,CAPIVARI,588,RIO DAS PEDRAS,2,6,458612,CEL JTO A EE MARIA JOSE DE AGUIAR ZEPPELINI PROFA,0,62,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3
20501,ARARAQUARA,181,ARARAQUARA,2,6,462020,CEL JTO A MARIA ISABEL RODRIGUES ORSO PROFA,0,36,0,0,10,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,47,6
20501,ARARAQUARA,181,ARARAQUARA,2,6,985314,CEL JTO A EE JOAO MANOEL DO AMARAL,4,494,27,110,53,0,0,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,4,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,33
20501,ARARAQUARA,441,MATAO,2,6,447341,CEL JTO A EE HENRIQUE MORATO PROF,0,224,14,60,17,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,2,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,19
20502,BARRETOS,204,BARRETOS,2,6,433559,CEL JTO A EE ANTONIO OLYMPIO DOUTOR,0,98,0,47,0,88,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,10
20502,BARRETOS,322,GUAIRA,2,6,458193,CEL JTO A EE ENOCH GARCIA LEAL,0,55,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,4
20502,BARRETOS,487,OLIMPIA,2,6,433561,CEL JTO A EE ANTONIO AUGUSTO REIS NEVES DOUTOR,0,217,28,3,31,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,2,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,22
20504,FRANCA,310,FRANCA,2,6,458958,CEL JTO A EE PROFA MARIA CINTRA NUNES ROCHA - DONA BRANCA,0,23,0,25,0,0,0,48,0,0,0,0,0,0,0,0,0,56,0,26,0,0,0,82,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,130,5
20504,FRANCA,310,FRANCA,2,6,498993,CEL JTO A EE EVARISTO FABRÍCIO,0,52,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,4
20504,FRANCA,310,FRANCA,2,6,499500,CEL JTO A EE ANA MARIA JUNQUEIRA,0,202,0,28,15,0,0,245,0,0,0,0,0,0,0,0,0,83,0,28,0,0,0,111,0,9,0,1,1,0,0,11,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4,356,15
20504,FRANCA,310,FRANCA,2,6,499511,CEL JTO A EE PEDRO NUNES DA ROCHA PROF,0,0,0,32,0,0,0,32,0,0,0,0,0,0,0,0,0,182,0,31,0,0,0,213,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,9,245,10
20504,FRANCA,310,FRANCA,2,6,985818,CEL JTO A EE TORQUATO CALEIRO,0,325,59,94,26,0,0,504,0,0,0,0,0,0,0,0,0,429,0,63,28,0,0,520,0,12,3,3,1,0,0,19,0,0,0,0,0,0,0,0,0,14,0,2,1,0,0,17,1024,36
20504,FRANCA,385,ITIRAPUA,2,6,458892,CEL JTO A EE HENRIQUE LESPINASSE PROF,0,69,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3
20504,FRANCA,518,PEDREGULHO,2,6,458910,CEL JTO A EE JOSE VICENTE MACHADO NETTO DR,0,63,0,28,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,5
20506,JABOTICABAL,210,BEBEDOURO,2,6,433548,CEL JTO A EE PARAISO CAVALCANTI DOUTOR,0,86,0,34,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,6
20506,JABOTICABAL,334,GUARIBA,2,6,459562,CEL JTO A EE JOSE PACIFICO,0,53,0,69,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,4
20506,JABOTICABAL,391,JABOTICABAL,2,6,985326,CEL JTO A EE AURELIO ARROBAS MARTINS,0,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,3
20506,JABOTICABAL,461,MONTE ALTO,2,6,459574,CEL JTO A EE LUIZ ZACHARIAS DE LIMA DR,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2
20507,RIBEIRAO PRETO,582,RIBEIRAO PRETO,2,6,460461,CEL JTO A EE WALTER FERREIRA PROF,0,135,0,35,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,7
20509,SAO CARLOS,341,IBATE,2,6,460266,CEL JTO A EE EDESIO CASTANHO,4,9,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3
20509,SAO CARLOS,637,SAO CARLOS,2,6,457711,CEL JTO A EE ALVARO GUIAO DOUTOR,29,47,30,55,18,0,0,179,0,0,0,0,0,0,0,0,35,149,9,34,10,0,0,237,2,5,3,2,2,0,0,14,0,0,0,0,0,0,0,0,1,5,1,1,1,0,0,9,416,23
20510,SAO JOAQUIM DA BARRA,642,SAO JOAQUIM DA BARRA,2,6,459720,CEL JTO A EE MANOEL GOUVEIA DE LIMA,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2
20511,TAQUARITINGA,344,IBITINGA,2,6,459100,CEL JTO A EE JOSEPHA MARIA DE OLIVEIRA BERSANO PROFA,0,133,0,72,42,0,0,247,0,0,0,0,0,0,0,0,0,69,0,24,19,0,0,112,0,7,0,3,2,0,0,12,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,5,359,17
20511,TAQUARITINGA,375,ITAPOLIS,2,6,985338,CEL JTO A EE ANTONIO MORAES BARROS DR,0,98,0,10,50,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,7
20511,TAQUARITINGA,684,TAQUARITINGA,2,6,985545,CEL JTO A EE 9 DE JULHO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,34,35,21,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,0,0,11,309,11
20512,SERTAOZINHO,294,DUMONT,2,6,459264,CEL JTO A EE NESTOR GOMES DE ARAUJO PROF,0,65,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3
20512,SERTAOZINHO,550,PONTAL,2,6,459173,CEL JTO A EE JOSEPHA CASTRO PROFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,45,2
20512,SERTAOZINHO,664,SERTAOZINHO,2,6,363637,CEL JTO A EE NICIA FABIOLA ZANUTTO GIRALDI PROFESSORA,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,23,2
20601,BAURU,209,BAURU,2,6,985582,CEL JTO A EE CHRISTINO CABRAL PROF,0,167,0,69,0,71,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,15
20601,BAURU,416,LENCOIS PAULISTA,2,6,458211,CEL JTO A EE VIRGILIO CAPOANI,0,155,0,61,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,11
20602,JAU,289,DOIS CORREGOS,2,6,459598,CEL JTO A EE JOSE ALVES MIRA,0,52,53,0,0,0,0,105,0,0,0,0,0,0,0,0,0,128,0,56,0,0,0,184,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,6,289,10
20602,JAU,348,IGARACU DO TIETE,2,6,985831,CEL JTO A EE JOSE CONTI,0,31,0,25,0,0,0,56,0,20,0,0,0,0,0,20,0,198,0,31,0,0,0,229,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,7,0,1,0,0,0,8,305,11
20602,JAU,401,JAU,2,6,985348,CEL JTO A EE MAJOR PRADO,0,187,94,37,0,0,0,318,0,0,0,0,0,0,0,0,0,115,0,61,0,0,0,176,0,11,6,2,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,7,494,26
20604,LINS,419,LINS,2,6,449106,CEL JTO A EE FERNANDO COSTA,0,68,51,37,0,0,0,156,0,0,0,0,0,0,0,0,0,108,0,38,0,0,0,146,0,3,3,1,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,5,302,12
20701,CATANDUVA,260,CATANDUVA,2,6,363613,CEL JTO A EE BARAO DO RIO BRANCO,0,155,8,19,19,0,0,201,0,0,0,0,0,0,0,0,0,175,29,35,10,0,16,265,0,5,1,1,1,0,0,8,0,0,0,0,0,0,0,0,0,5,1,1,1,0,1,9,466,17
20701,CATANDUVA,483,NOVO HORIZONTE,2,6,458788,CEL JTO A EE MARIO FLORENCE PROFESSOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,64,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,67,3
20702,FERNANDOPOLIS,304,FERNANDOPOLIS,2,6,985824,CEL JTO A EE JOAQUIM ANTONIO PEREIRA,0,246,24,98,0,0,0,368,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,83,0,10,1,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,451,17
20702,FERNANDOPOLIS,791,OUROESTE,2,6,458806,CEL JTO A EE SANSARA SINGH FILHO PROF,0,118,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,137,5
20703,JALES,396,JALES,2,6,985715,CEL JTO A EE DOM ARTUR HORSTHUIS,0,244,47,78,82,0,0,451,0,0,0,0,0,0,0,0,0,124,27,52,22,0,0,225,0,9,3,3,4,0,0,19,0,0,0,0,0,0,0,0,0,4,1,2,1,0,0,8,676,27
